570	4777	私は沢山の数学者や哲学者や コンピュータ科学者といっしょにやっていますが
4777	7766	よく話題にすることに
7766	12030	機械の知性の未来 というのがあります
12030	16565	そんなのは現実離れした SFの世界の
16565	19666	馬鹿げた話だと 考える人もいます
19666	22206	でも現在の人間の状態 というものについて
22206	24930	ちょっと考えてみて ほしいのです
24930	26622	(笑)
26622	29024	これが普通の状況とされています
29024	31309	しかし考えてみれば
31309	33942	人間というのは この地球に
33942	36444	ごく最近現れた 客に過ぎません
36444	41430	地球ができたのが １年前だったとしたら
41430	44978	人間がいたのは 10分間だけで
44978	49276	工業化時代が始まったのは ２秒前です
49276	54501	このことの別な見方として 過去１万年における世界のGDPを考えてみましょう
54501	57530	私は実際グラフにしてみたんですが
57530	59304	こんな感じになります
59304	60367	(笑)
60367	62828	正常な状態のものとしては 興味深い形です
62828	65095	この上に乗っていたいとは あまり思いません
65095	67067	(笑)
67067	71841	この現在における例外的な状態の 原因を考えてみましょう
71841	74393	それはテクノロジーのためだ という人もいるでしょう
74393	79061	それはその通りで 人類の歴史を通じて テクノロジーは蓄積され続け
79061	83713	現在ではテクノロジーの進歩が 非常に速くなっています
83713	85278	それがおおよその答えで
85278	88403	現在の我々の高い生産性を もたらしているものです
88403	93114	しかしもっと突っ込んで 究極の原因を探ってみたいと思います
93114	96750	この非常に際だった２人を ご覧ください
96750	98080	カンジは
98080	102933	200の字句をマスターしています すごいことです
102933	106817	エドワード・ウィッテンは 超弦理論の第２の革命の立役者です
106817	109141	中身を覗いてみれば そこにあるのはこれで
109141	110711	基本的には同じものです
110711	112524	一方がすこしばかり大きく
112524	115602	配線のされ方にも より巧妙なところが あるかもしれませんが
115602	119094	その違いはさほど 複雑なものではないはずです
119094	122209	我々は共通の祖先から
122209	125111	25万世代しか 隔たっていませんが
125111	129910	複雑なメカニズムが進化するのには とても長い時間がかかることが分かっています
129910	132899	比較的小さな変化の 沢山の積み重ねが
132899	135566	カンジとウィッテンを
135566	140839	あるいは木切れと大陸間弾道弾を 隔てているものなのです
140839	144754	これで明らかになるのは 人類が達成したこと
144754	146502	気にかけていることすべては
146502	152650	人間の心を作り出した比較的小さな変化によって 生じたということです
152650	156312	それはまた 思考の基質を
156312	159009	はっきり変えるような さらなる変化は
159009	164321	極めて大きな結果をもたらしうる ということでもあります
164321	168006	私の研究仲間の間には この思考の基質を本質的に変えうるものに
168006	171134	人類は今直面していると 考えている人もいます
171134	174347	それは超知的な機械です
174347	179086	人工知能というのはかつては コマンドを詰め込んだ箱のようなものでした
179086	181231	人間のプログラマーが 苦労して
181231	183886	個々の知識項目を 手作りしていました
183886	186232	そうやってエキスパート・システムを作り
186232	188296	ある種の用途には 役立ちましたが
188296	190977	融通が効かず 拡張性を欠いていました
190977	194410	基本的には入れたものが 出てくるだけです
194410	195407	しかしその後
195407	198874	人工知能の世界で パラダイムシフトが起きました
198874	202394	現在 機械学習の周辺で 非常に興味深いことが起きています
202394	208511	知識的な機能や表現を 手作りする代わりに
208511	214065	生の知覚データから 自ら学習するアルゴリズムを作るのです
214065	219063	基本的には人間の子供と同じことを 機械がするわけです
219063	223270	結果としてできるのは １つの領域に限定されない人工知能です
223270	227901	どんな言語間の翻訳でも できるシステムとか
227901	233338	アタリのゲーム機用のどんなゲームでも プレイしてしまうシステムとか
233338	235117	もちろん 人工知能はまだ
235117	239116	多様な領域のことを 学び構想できる
239116	242335	人間の脳の強力さには 遠く及びません
242335	245761	大脳皮質にはまだ 機械で対抗する方法の見当もつかないような
245761	247886	アルゴリズム的仕掛けがあります
247886	249105	問題は そういう仕掛けに
249105	254245	機械が対抗するようになる日が いつ来るのかということです
254245	255328	２年ほど前に
255328	259296	世界の人工知能の専門家にアンケートを取って 考えを聞いたんですが
259296	261440	その時の質問の１つが
261440	264793	「機械の知性が人間並みのレベルに 到達する可能性が
264793	268785	50%あるのはいつか？」 というものでした
268785	271688	ここでの「人間並み」の定義は
271688	275839	ほとんどの作業を大人の人間と 同じくらいにこなせる能力ということで
275839	280164	特定の領域に関してということではなく 本当に人間並みということです
280164	283494	回答の中央値は 2040年か2050年で
283494	286690	質問をした専門家のグループによって 若干違いました
286690	290339	それが起きるのはずっと遅いかもしれないし ずっと早いかもしれません
290339	293259	本当のところは 誰にも分かりません
293259	297671	しかし分かっているのは 機械の基質による情報処理能力の限界は
297671	303241	生物組織の限界の 遙か先にあるということです
303241	305619	これは単純に物理の問題です
305619	310337	神経の発火頻度は200ヘルツ 毎秒200回ほどですが
310337	313931	現在のトランジスタでさえ ギガヘルツで動いています
313931	319228	神経伝達は軸索をゆっくり伝わり せいぜい毎秒100メートルですが
319228	323079	コンピュータの信号は 光速で伝わります
323079	324948	大きさの点でも制限があります
324948	327975	人間の脳は頭蓋骨の中に 収まる必要がありますが
327975	332736	コンピュータの大きさは倉庫のサイズか もっと大きくもできます
332736	338335	だから超知的な機械の可能性は 休眠状態にあるのです
338335	343717	ちょうど原子の力が 1945年に目覚めるまで
343717	348252	人類の歴史を通じて 休眠状態にあったのと同じように
348252	349700	この世紀中に
349700	353818	科学者達は人工知能の力を 目覚めさせるかもしれません
353818	358406	私たちは知性の爆発を目の当たりに することになるかもしれません
358406	362363	頭の良し悪しの尺度というと 多くの人は
362363	365386	こんなものを イメージするのではと思います
365386	367984	一方の端に間抜けな人間がいて
367984	371117	遙か彼方の別の極端にいるのが
371117	375223	ウィッテンとかアインシュタインです 誰でもお気に入りの天才を置いてください
375223	379057	しかし人工知能という 観点を加えると
379057	383258	実際のイメージは たぶんこんな感じになるでしょう
383258	386636	人工知能は 知性のない状態からスタートして
386636	389647	長年の努力の後に
389647	393491	いつかネズミ並みの知性に 到達できるかもしれません
393491	395921	雑然とした環境中を ネズミのように
395921	397968	目的地へと 移動できる能力です
397968	402221	さらに長年に渡る 多くの努力と投資の末に
402221	406860	いつかチンパンジー並みの知性に 到達できるかもしれません
406860	410070	そこからさらに 長年の大きな努力を重ねて
410070	412983	間抜けな人間のレベルの 人工知能ができます
412983	416255	それから少しばかり後に エドワード・ウィッテンを越えます
416255	419225	この列車は人間レベルで 止まりはしません
419225	422247	むしろ一瞬で 通り過ぎるでしょう
422247	424961	これには特に 力関係という点で
424961	427273	重大な意味があります
427273	429942	たえとば チンパンジーというのは 強いものです
429942	435214	体重換算すると チンパンジーは 体力に優れた成人男性の倍の力があります
435214	439828	それでもカンジや その仲間達の運命は
439828	445228	チンパンジー達自身よりは 人間の手に握られています
445228	447542	超知的な機械が出現したら
447542	452261	人類の運命は超知的な機械に 握られることになるかもしれません
452261	453508	そのことを考えてみてください
453508	458552	機械の知性は 人類がする必要のある最後の発明です
458552	461335	機械が人間よりも うまく発明をするようになり
461335	464405	しかもデジタルの時間尺度で 進歩することでしょう
464405	468966	それが意味するのは 未来が短縮されるということです
468966	472524	人類が遠い未来に 実現するかもしれない
472524	475322	夢のようなテクノロジーについて 考えてください
475322	478580	老化を止めるとか 宇宙への移民
478580	482311	自己増殖ナノボットや 意識のコンピュータへのアップロードなど
482311	484470	SFっぽいけれど
484470	487207	物理法則には 反していないものです
487207	492199	超知的な機械が そういったものを あっさり開発してしまうかもしれません
492199	496007	超知的な機械は そのような高度な技術によって
496007	498186	非常に大きな力を持ち
498186	503162	シナリオ次第では 望むものを何でも 手に入れるようになるかもしれません
503162	509855	そうすると人類の未来は人工知能が好む通りに 形作られることになります
509855	514244	ここで問題は その好むことが 何かということです
514244	516013	話しがややこしくなってきますが
516013	517448	この議論を進める上では
517448	521933	何より擬人化を 避けなければなりません
521933	525815	皮肉なのは 未来の人工知能を取り上げる記事で
525815	530280	必ず出てくるのが こんな写真だということです
530280	534414	私たちはこの問題を ハリウッドの鮮明なシナリオに沿ってではなく
534414	537204	もっと抽象的に 考える必要があります
537204	541661	我々は知性を 未来を特定の状態へと舵取りしていく
541661	546470	最適化プロセスとして 捉える必要があります
546470	549981	超知的な機械は 非常に強力な最適化プロセスです
549981	554098	利用可能な手段を使って 目的が充たされた状態を達成することに
554098	556447	極めて長けています
556447	559119	この意味での 高い知性を持つことと
559119	563433	人間が価値や意味を認める 目的を抱くことの間には
563433	567321	必ずしも関係がありません
567321	571115	人間を笑顔にさせるという目的を 人工知能に与えたとしましょう
571115	574097	弱い人工知能は 人が見て笑うような
574097	576614	何か可笑しいことを するでしょう
576614	579031	人工知能が 超知的になったなら
579031	582804	この目的を達するには もっと効果的なやり方があることに気付くでしょう
582804	584476	世界をコントロールし
584476	587638	人間の表情筋に 電極を差し込んで
587638	590579	笑い顔が持続するようにするんです
590579	591614	別の例として
591614	594997	人工知能に難しい数学の問題を解くことを 目的として与えたとします
594997	596934	人工知能が超知的になったら
596934	601105	この問題を解くための 最も効果的な方法は
601105	602985	地球を巨大なコンピュータに変えて
602985	606351	思考能力を増大させることだと 考えるかもしれません
606351	608625	このような目的は 人工知能に対して
608625	612301	人間が認めないような行為をする動機を 与えうることに注意してください
612301	613496	このモデルにおいては
613496	617097	人間は人工知能にとって数学的問題を解くのを妨げる 邪魔者になりうるのです
617097	620701	もちろん物事がこの筋書き通りに まずいことに陥ることはないでしょう
620701	622454	これはあくまで 戯画化した例です
622454	624393	しかしこの一般的な論点は重要です
624393	626996	目的Ｘに向けて最大化を行う
626996	629500	強力な最適化プロセスを 作るときには
629500	631966	Ｘの定義が自分の気にかける その他すべてのことに
631966	634775	問題を生じないか よく確認する必要があります
634775	639079	これは伝説が教える 教訓でもあります
639079	644517	ミダス王は自分の触るものすべてが 金になることを望みました
644517	647378	娘に触れば 娘が金に変わり
647378	649931	食べ物に触れば 食べ物が金に変わりました
649931	652520	これが本当に 問題になるかもしれません
652520	654900	単なる強欲を諫める メタファーとしてではなく
654900	656915	強力な最適化プロセスを作って
656915	660422	間違った あるいは まずく定義された目的を与えたときに
660422	664111	何が起きるかを 示すものとしてです
664111	669300	コンピュータが人の顔に 電極を差し始めたら
669300	672285	単にスイッチを切ればいいと 思うかもしれません
672285	677895	(A) そのシステムに依存するようになったとき スイッチを切ることは難しくなります
677895	680627	たとえばの話 インターネットのスイッチは どこにあるのでしょう？
680627	685747	(B) チンパンジーはなぜ人間のスイッチを オフにしなかったんでしょう？
685747	687298	あるいはネアンデルタール人は？
687298	689964	彼らにはそうすべき理由が あったことでしょう
689964	692759	人間を切るスイッチはあります たとえはここに
692759	694313	(うぐぅ)
694313	697238	その理由は人間が 知的な相手だからです
697238	699816	人間は危険を予期して 回避することができます
699816	702860	そしてそれは超知的な機械にも できるだろうことで
702860	705724	しかも人間よりずっと 上手くできることでしょう
705724	712911	我々は制御できるはずだと 高をくくらない方がよいということです
712911	716078	この問題をもう少し簡単にして
716078	717948	人工知能を逃げ出すことのできない
717948	719744	安全なソフトウェア環境や
719744	723146	仮想現実シミュレーションの中に閉じ込める というのでもいいかもしれません
723146	726912	しかし人工知能がシステムの欠陥を見つけたりしないと 自信を持てるでしょうか？
726912	730331	ただの人間のハッカーでさえ 年中バグを見つけていることを思えば
730331	734237	あまり自信は持てないでしょう
734237	738435	ではネットワークケーブルを抜いて エアギャップを作ればどうか？
738435	741453	これにしたって人間のハッカーが ソーシャルエンジニアリングによって
741453	744704	エアギャップを越えるということが たびたび起きています
744704	746293	私が話をしているこの瞬間にも
746293	748482	きっとどこかの社員が
748482	751608	情報管理部門から来たという人間に
751608	754634	アカウントの情報を教えるよう 仕向けられていることでしょう
754634	756701	もっと奇想天外なシナリオだって 考えられます
756701	758016	たとえば人工知能が
758016	761548	内部回路にある電極の 振動で発生した
761548	765010	電波を使って 通信をするとか
765010	767434	あるいは人工知能が故障を装って
767434	770041	プログラマーが調べようと中を開け
770041	772267	ソースコードを見たところで バーン！
772267	775054	操作してしまうとか
775054	778744	あるいはすごく洗練された 技術の設計図を出して
778744	780502	人間がそれを実装してみると
780502	784539	そこには人工知能が潜ませていた 密かな副作用があるとか
784539	788002	要は我々は高度に知的な魔神を
788002	791810	いつまでも壺に閉じ込めておけるとは 思わない方がよいということです
791810	794784	遅かれ早かれ 出口を見つけ出すことでしょう
794784	798137	この問題への答えは 非常に知的な人工知能を
798137	803161	それが逃げ出しても 危険がないように作るということ
803161	805128	人間と同じ価値観を持っていて
805128	808377	人間の側に立つように作る ということだと思います
808377	812557	この難しい問題を 避けて通ることはできません
812557	816391	私はこの問題は 解決できると楽観しています
816391	820034	私たちが気にかける あらゆることを書き出し
820034	822987	さらにはC++やPythonのような プログラミング言語で
822987	826331	厳密に定義することは 望みがないくらい難しいことでしょうが
826331	828158	そうする必要はないと思います
828158	832455	自らの知性を使って 人間が価値を置くことを
832455	835226	学び取る人工知能を 作ればよいのです
835226	840506	人間の価値を追求し 人間がよしとすることを予測して行動するような
840506	845738	動機付けのシステムを 持たせるのです
845738	849152	そうやって価値付けの 問題を解くために
849152	852727	人工知能の知性を 可能な限り活用するのです
852727	854239	これは可能なことで
854239	857835	人類にとって とても好ましい結果をもたらします
857835	861792	しかし自動的に 起きるわけではありません
861792	865420	知性爆発が人間の制御下で 起きるようにするためには
865420	867653	初期条件を正しく
867653	870503	設定する必要があります
870503	873801	人工知能の価値観を人間の価値観と 合ったものにする必要があります
873801	876291	人工知能が適切に行動しているか 容易に確認できるような
876291	877999	分かりやすい状況だけでなく
877999	881233	将来のいつか人工知能が出会うかもしれない あらゆる新奇な状況において
881233	882790	そうなる必要があります
882790	887527	それから解決しなければならない 難解な問題がいろいろあります
887527	889616	決定理論の正確な詳細
889616	893330	論理的不確定性をどう扱うか といったことです
893330	896432	だからこれを機能させるために 解くべき技術的問題は
896432	897545	とても難しいものです
897545	901175	超知的な人工知能を作ること自体ほど 難しくはないにしても
901175	903793	かなり難しいことです
903793	905488	ひとつ懸念すべきことがあります
905488	909952	超知的な人工知能を作るのは 非常に難しいことで
909952	912720	超知的な人工知能を 安全なものにするのは
912720	916216	その上にさらなる問題を 重ねることになりますが
916216	919703	危険があるのは 誰かが安全を確保するという
919703	922704	２番目の問題を解決することなく
922704	925215	最初の問題を解く方法を見つける ということです
925215	928706	だから私たちは この制御の問題を
928706	931528	前もって解決しておくべきだと思います
931528	934768	そうすれば必要になったときに すぐ使えます
934768	938275	制御の問題のすべてを前もって解決することは できないかもしれません
938275	941299	ある部分は実装される アーキテクチャの詳細が
941299	945296	明かになって初めて 可能になるかもしれません
945296	948676	しかし前もって制御の問題の より多くの部分が解かれているほど
948676	952766	機械知性の時代への移行が うまくいく見込みは
952766	954306	高くなるでしょう
954306	958950	これはやるに値することだと 私には思えます
958950	962282	私には想像できます すべてがうまくいった暁に
962282	966940	百万年後の人類が この世紀を振り返って
966940	970152	私たちがした本当に重要なことが 何かあるとすれば
970152	972509	それはこの問題を 正しく解決したことだと言うのを
972509	974198	ありがとうございました
974198	974198	(拍手)
