1089	5153	Oliver was an extremely dashing,
5153	9974	handsome, charming and largely unstable male
9974	13159	that I completely lost my heart to.
13159	16080	(Laughter)
16080	17746	He was a Bernese mountain dog,
17746	20929	and my ex-husband and I adopted him,
20929	22618	and about six months in,
22618	25182	we realized that he was a mess.
25182	27962	He had such paralyzing separation anxiety
27962	29498	that we couldn't leave him alone.
29498	32626	Once, he jumped out of our third floor apartment.
32626	37047	He ate fabric. He ate things, recyclables.
37047	38952	He hunted flies that didn't exist.
38952	40681	He suffered from hallucinations.
40681	43985	He was diagnosed with a canine compulsive disorder
43985	47331	and that's really just the tip of the iceberg.
47331	51432	But like with humans,
51432	54543	sometimes it's six months in
54543	56580	before you realize that
56580	59527	the person that you love has some issues.
59527	60938	(Laughter)
60938	64872	And most of us do not take the person we're dating
64872	67008	back to the bar where we met them
67008	71344	or give them back to the friend that introduced us,
71344	74098	or sign them back up on Match.com.
74098	76928	(Laughter)
76928	78727	We love them anyway,
78727	80723	and we stick to it,
80723	84955	and that is what I did with my dog.
84955	88757	And I was a — I'd studied biology.
88757	91377	I have a Ph.D. in history of science
91377	92882	from MIT,
92882	94580	and had you asked me 10 years ago
94580	96989	if a dog I loved, or just dogs generally,
96989	98825	had emotions, I would have said yes,
98825	100289	but I'm not sure that I would have told you
100289	102587	that they can also wind up with an anxiety disorder,
102587	106678	a Prozac prescription and a therapist.
106678	110624	But then, I fell in love, and I realized that they can,
110624	113250	and actually trying to help my own dog
113250	115864	overcome his panic and his anxiety,
115864	118227	it just changed my life.
118227	120764	It cracked open my world.
120764	123131	And I spent the last seven years, actually,
123131	125730	looking into this topic of mental illness in other animals.
125730	127075	Can they be mentally ill like people,
127075	130080	and if so, what does it mean about us?
130080	132879	And what I discovered is that I do believe
132879	134819	they can suffer from mental illness,
134819	139295	and actually looking and trying to identify mental illness in them
139295	141377	often helps us be better friends to them
141377	145431	and also can help us better understand ourselves.
145431	148877	So let's talk about diagnosis for a minute.
148877	151558	Many of us think that we can't know
151558	154021	what another animal is thinking,
154021	155299	and that is true,
155299	157891	but any of you in relationships —
157891	159747	at least this is my case —
