0001	14898	20661	この写真は私がカンボジアの児童養護施設でボランティア{を||}していた時の物です。
0002	21068	24553	この写真を撮った時私はいい事をしてると思いました。
0003	25417	27711	子供達を助けていると思っていました。
0004	28373	33296	そこから多くの事を学びました。全て{が||を}始まったのは十九歳の時、
0005	33774	36620	バックパッカーとして旅をしていた時の事です。
0006	36917	38249	カンボジアにいた時、
0007	39796	42264	あまり居心地のいい思いをしませんでした。
0008	42303	44385	周りが貧困に溢れていたからです。
0009	44754	45999	何かしたいと思い、
0010	46387	49373	養護施設を訪れ、色んな物を寄付しました。
0011	50507	52281	子供達を助ける為にです。
0012	53094	56817	しかし施設の一つは非常に貧しい施設でした。
0013	58446	60826	あの様な貧困を見た事がなかったのです。
0014	61657	63676	資金も食べ物もなく、
0015	64170	67113	綺麗な水もなく、医療もありませんでした。
0016	68376	72650	そして子供達の顔はとても悲し<H>げな物でした。
0017	72976	75308	その為にもっと支援をしたいと思いました。
0018	75855	79038	資金を集め、そしてカンボジアにまた戻りました。
0019	79542	82383	そして数カ月間施設でボランティア{を||}しました。
0020	82925	84074	英語を教え、
0021	84559	86429	食べ物を持っていきました。
0022	88860	91971	そして歯医者(P)の治療も受けてもらいました。
0023	93109	98009	それから分かったのは、この施設は、非常に腐敗した物だったのです。
0024	98748	101782	責任者は横領をしていたのです。
0025	102608	104661	資金を全て横領していたのです。
0026	105939	108237	子供達はネグレクトされており、
0027	108582	113692	そして(P)、ネズミを捕まえ(P)なければいけない様な状況になっていました。
0028	114966	118694	そして性的な虐待も子供達にしている事が分かりました。
0029	119986	122183	私は見て見ぬ振りを出来ませんでした。
0030	126393	133071	その為地元のチームとそして当局と共に協力し、新しい養護施設を作りました。
0031	133335	137330	そして子供達に新しい安全な場所を与え{||た}たかったのです。
0032	139067	141908	しかしまた思いがけない事がありました。
0033	142783	148466	私が新しい生活を始めた頃、養護施設をカンボジアで{||し}やり始めた頃、
0034	153970	156431	私は地元の言葉を学びました。
0035	156749	160720	そして子供達と適切にコミュニケーションが出来る様になった頃、
0036	161023	162836	おかしな事を感じました。
0037	163081	168067	ほとんどの子供達、養護施設から離れていった子供達は、
0038	169719	173565	特に{||この}その施設いる人達は孤児ではなかったのです。
0039	173934	175054	親がいたのです。
0040	175468	178508	そして親族がいる{||こじ}子供達もいました。
0041	182868	186536	では何故この様な子供達が養護施設にいたのか？
0042	187468	188881	孤児ではないのにです。
0043	190981	193390	二千五年以来、カンボジアの
0044	194528	198100	養護施設に子供達は七十五パーセント増となっています。
0045	198281	198853	そして、
0046	200352	203140	施設に住む子供達は二倍にもなっています。
0047	203932	205932	その子供達の多くが、
0048	206926	209195	実際には孤児ではないのにです。
0049	210083	214396	{||すー}その子供達は貧困の家庭から来た子供達でした。
0050	214568	219236	ほとんどの子供達は、施設{の||に}子供達は孤児ではなかったのです。
0051	219846	221600	そして養護施設
0052	222638	224427	或いは孤児院と言うのは、
0053	224926	227037	ケアを与える施設だったのです。
0054	228772	230661	シェルターと呼ばれる事もあります。
0055	231312	233735	子供達の家と呼ばれる事もあります。
0056	234903	236725	寮と呼ばれる事さえあります。
0057	237364	240359	この問題は{カンボジア||かんぼりあ}だけではありません。
0058	241812	245158	この地図では(P)急激な増加が、
0059	247182	249393	この様なケアを提供する施設が、
0060	249687	249965	{||ふ}
0061	250768	252042	増えたところなのです。
0062	252489	255926	そして子供達が{施設|しせつ|しいつ}に入っている数も{||あ}増えています。
0063	259561	264316	(F ん)中には{||す}一千パーセント以上増しとなっている国もあります。
0064	265336	268538	子供達をこの様な施設に入れてしまう事で、
0065	270725	275682	腐敗した虐待の横行する様な施設が生まれてしまうだけではありません。
0066	277629	280350	あらゆるこう言ったケアを提供する施設、
0067	281619	284023	六十年以上国際的な
0068	284561	287499	リサーチを行った事で分かったのですが、
0069	287672	289403	施設にいる子供達
0070	289749	292639	非常に優良な施設にいる子供達でも
0071	293817	295043	{||し}病気や
0072	296634	296989	{||す}
0073	298879	302023	様々なリスクがある事が分かったのです。
0074	302387	307235	そしてその後、社会へと戻っていく事が難しい事も分かりました。
0075	308508	313687	この子供達は家族と言うモデルを経験せずに{||そだてる}{||す}育っていくのです。
0076	315555	320262	自身が子供を持った時にどの様に育てればいいか分からなくなってしまうのです。
0077	321593	326259	多くの子供達が施設に入ってしまうと、その世代だけではなく、
0078	326513	329330	その次の世代にまで影響が及ぶのです。
0079	329843	333230	私達{は||が}これを学んだの(P)です。
0080	335936	338479	オーストラリアでも{||おきま}起きた事なのです。
0081	338988	340966	子供達がインティニアス(せ?)
0082	342175	343881	(F ん)ネイティブの人達
0083	344413	348052	が子供達が家族から引き離されていた事があったのです。
0084	350466	356392	子供にとってケア{を||の}提供{||を}する施設と言う物がど<H>の様な物かを考えなくてはいけません。
0085	361786	364805	常に様々な訪問者やボランティアが来ます。
0086	365929	368895	そして子供達が求めている愛情を注ぎます。
0087	369126	371728	そしてそのボランティアもまた去って行くのです。
0088	371918	377436	そしてまた残されていってしまったと言った感情が子供達の中に芽生えてしまうの{です||ねす}。
0089	378109	382403	愛される価値がないと言うその様な意識を植え付けてしまうのです。
0090	383008	387657	オーストラリア、アメリカ、イギリスには養護施設、孤児院はありません。
0091	388148	389548	それには理由があります。
0092	389711	390951	ある調査によると、
0093	392085	395186	この様な施設で{育った|そだった|そらった}子供は十倍以上
0094	396941	399167	危険なリスクがある事が分かったのです。
0095	399398	403744	また犯罪者となってしまう可能性も高い事が分かったのです。
0096	406105	412091	そして百倍以上、普通の子供達よりも自殺する傾向があるのです。
0097	412466	416846	八百万人の子供を対象にした調査の結果です。
0098	420302	424172	その子供達の八十パーセントは孤児では{なかったのに||なかったのり}です。
0099	424855	426735	彼らには家族がいたのです。
0100	426855	429826	サポートさえあれば家族のもとで育てたのです。
0101	432393	434729	私にとって一番ショックだったのが、
0102	437350	440148	この不要な(P)施設
0103	440773	442316	に入れられる子供達
0104	444504	447220	を増やしてしまった原因が私達なのです。
0105	447682	449441	旅行客、ボランティア
0106	450450	451514	そして支援者、
0107	453663	455302	良かれと思ってした事です。
0108	455437	457586	私の様な人達が、
0109	458398	463062	こう言った子供達のもとを訪れ、ボランティア{を||}し、資金を提供し、
0110	463374	467812	そうする事でこの産業を増やしてしまったのです。
0111	468182	470360	家族をばらばらにしてしまったのです。
0112	471566	472937	偶然ではありません。
0113	472955	479576	こう言った施設があるのは、観光客が簡単に行ける様な{||ばしょだから}場所なのです。
0114	481051	485941	簡単に旅行客がボランティアし、資金を提供する事が出来る様な場所にあるのです。
0115	488383	495110	ネパールにある施設の九十パーセント以上は、旅行客が多く訪れる場所にあります。
0116	496158	498918	資金が提供されればされるほど、
0117	500196	501615	その施設は、
0118	503042	504667	益々増えてしまうのです。
0119	504777	508710	そして多くの子供達が家族から引き離されてしまうのです。
0120	510330	512984	それが需要と供給の関係なのです。
0121	514888	517773	私は(P)こう言った事を学んだのです。
0122	518571	521907	私自身も施設を設立した後にです。
0123	523831	525745	私は認めざるを得ませんでした。
0124	526042	528172	私が間違えを犯した事をです。
0125	528705	529321	そして、
0126	530263	533912	意図はなかったにしてもその問題の一因となってしまったのです。
0127	534302	535826	私はボランティアをし、
0128	536259	540451	そして{||じしん}自分自身で施設も作りました。それによって、
0129	542008	545912	孤児ツアリズムと言う物を{||か}加速化してしまったのです。
0130	547860	549552	私が学んだ事は、
0131	550908	555249	どれだけその施設が良かったとしても、決して子供達に
0132	555701	559278	本当に必要な物を与える事は出来ないと言う事でした。
0133	559379	560648	それは家族です。
0134	564047	566441	非常に憂鬱な気分になると思います。
0135	567144	567249	{||ん}
0136	568888	570984	恵まれない子供達を助ける
0137	571792	575220	と言う事がそれほど簡単ではないと言う事です。
0138	575566	577484	しかし解決策があります。
0139	578023	580966	こう言った問題は予防出来る事です。
0140	581085	582374	防げる事なのです。
0141	582792	586634	私達に知識があればあるほど{||い}もっといい事が出来ます。
0142	587033	588663	私が今行っている
0143	590206	595182	組織はカンボジアンチルドレンズトラストと言われる物で、養護施設ではありません。
0144	595504	598673	二千十二年に私達はモデルを買いました。
0145	598754	602120	家族に基づくケアを提供する事にしました。
0146	602590	607874	カンボジアのソーシャルワーカー、看護師、教師達と共に、一緒にコミュニティー内で、
0147	609100	610322	仕事をしています。
0148	610503	617619	社会的問題を解決し、そして{カンボジア||こんぼじあ}の家族達が貧困から逃れられる様にしています。
0149	619042	624677	{||めぐ}貧しい家族が(P)ばらばらにならない様に防いでいるのです。
0150	625600	634149	それが出来なかった場合(P)、子供が自分の家族と住む事が出来ない場合は{里親|さとおや|さとおよあ}によるケアを提供します。
0151	634523	639235	家族を{||もととし}{||も}{||お}基としたケアの方がずっといいのです。
0152	639965	641215	施設よりもです。
0153	642917	644378	最初にお見せした写真、
0154	645980	647629	この女の子を見て下さい。
0155	648167	649926	彼女はトーンと言う名前です。
0156	650806	654903	彼女は強く、勇気のある(P)、知性溢れる子供です。
0157	655902	661100	私が初めて彼女に会った時、腐敗した虐待の横行する施設での事でした。
0158	661633	663927	彼女は学校に行った事もありませんでした。
0159	664758	666331	ニグレクトされていたのです。
0160	666696	668258	そして強く
0161	669489	669720	{||ああ}
0162	670811	672816	母親の愛情を求めていました。
0163	674566	677340	これがトーンの{||きょうのはなし}今日の写真です。
0164	677965	680047	家族{||のしゃ}との写真です。
0165	680932	682903	今は(P)仕事も
0166	683826	687812	(F ん)間もなく看護師学校を修了するところです。
0167	697277	702192	トーンの家族にとって、貧困のサイクルは破られました。
0168	702713	704863	家族を基としたケアモデル
0169	706184	708150	はとても成功しています。
0170	708867	714187	今はユニセフカンボジアや、{カンボジア||かんぼでぃあ}政府が進めている物です。
0171	714563	720011	それによって(P)子供達を家族のもとに留めておける様にしているのです。
0172	726799	730737	そして皆さんがこの問題を解決出来る一つの方法は、
0173	731169	734395	この八百万人の子供達に声を与える事。
0174	734745	738860	そして家族を基にしたケアモデルを支持する事です。
0175	739201	739340	{||す}
0176	739748	743768	意識を高める事で世界に知らせる事が出来ます。
0177	743959	745219	私達{||が}{||ひち}
0178	745707	750203	がする必要があるのは、不要な施設をやめる事です。
0179	751178	752519	それを達成するには、
0180	754278	757504	私達のサポートや資金を
0181	758609	760061	施設ではなく、
0182	764702	766980	子供達を家族のもとに
0183	767868	772225	置いておく様な事を支援している所へと(F おー)送る事なのです。
0184	773599	777916	そのせいか様々なコミュニティーが反映してきています。
0185	780420	782905	子供達が必要な物を
0186	783981	788260	家族をその子供達は手にしているのです。ありがとうございました。
