0001	15025	16485	十二年程前<H>
0002	18080	19705	金融の世界を
0003	20270	21530	諦めました。そして
0004	21925	25790	もっと世界を{||せ}平和な場所にしてこようと、活動して来ました。
0005	28035	29365	この{||え}エリアは
0006	29570	30145	{最も|もっとも|とも}
0007	30465	32545	素晴らしい人達と会う事が出来るのです。
0008	34800	36680	そして、その過程の中で
0009	37910	39650	(F え)市民運動家になったのです。
0010	40435	42050	人々の声を取り上げ
0011	43950	44540	国の
0012	46013	47323	声では無くて人々の{||こ}
0013	47818	49228	声を取り上げて来るのです。
0014	50995	52680	もしも世界を変えた{か||}ったら
0015	53695	55670	この様な活動がもっと必要です。
0016	56045	58335	{||ん}ですが人々はまだ{||ひ}聞いて来ます。
0017	60470	64205	市民運動と言うのは(?){||あ}世界を変える事が出来るんですか？
0018	65800	68475	国の方針に影響を与える事が出来{る||ん}のですか？
0019	69595	69845	{||す}
0020	70825	74475	そんな(?)質問を私は{||いだ}疑問を抱いた事はありませんが
0021	75075	75980	ではどうでしょう。
0022	76570	79575	私はここに立っています。そして皆さんに申し上げたい。
0023	80525	82960	そして私はこの仕事に情熱を持っているのです。
0024	83470	84360	銃規制と
0025	84540	86585	そして薬物問題に関してです。
0026	86885	87990	こうした問題が
0027	89015	92000	大きく{||ひい}人の{生活|せいかつ|せいかくつ}に影響を与える所です。
0028	93165	94375	ラテンアメリカは
0029	94663	95758	この問題の
0030	96040	97585	根源となる場所なのです。
0031	97595	100330	ブラジルを考えてみましょう。この{美しい|うつくしい|くつくしい}国
0032	102565	105310	ですが、最悪の記録を持っています。
0033	106000	107380	ナンバーワン{なの||なお}です。
0034	107645	109050	殺人事件において。
0035	110710	112230	{||い}十人に一人の
0036	113390	118120	世界中で殺された人の内の十人に一人はブラジル人なのです。ブラジルでは
0037	119160	120885	五万六千もの
0038	121400	122635	殺人が
0039	122775	123540	毎年
0040	123840	125130	起こっているのです。
0041	125683	126693	{殆ど|ほとんど|ほとん}の人は
0042	127806	128521	若い
0043	129765	132135	子供達が、銃で死んでいるの{です||れす}。
0044	134265	135605	医薬物の問題は
0045	135895	138590	多くの人々が{||く}医薬物を使っています。
0046	140725	142095	五十パーセントもの
0047	142243	142968	殺人
0048	143175	144900	{||んんん}街角、ブラジルで{||起こら}
0049	145210	146695	起こっている殺人事件は
0050	146835	148965	薬物の問題と関わっています。
0051	150680	153015	そしてその二十五パーセントが
0052	154310	155190	実際に
0053	155313	156688	収監されています。
0054	158548	159653	{||ん}どの国でも
0055	159820	160930	{||ん}どの町でも
0056	162425	165995	{||う}中南米のどの国でも{||ん}この問題を抱えているのです。
0057	167290	171840	中南米は世界中の九パーセントの人口を占めているのにも関わらず
0058	172590	173295	こうした
0059	174215	177525	{||ん}暴力問題の(しゅ?)は二十五パーセントを占めるのです。
0060	179630	181850	{||うう}{||さいしゅん}最{||後}初の問題
