0	3000	秘密についてお話しします
3000	5000	秘密を漏らす最善の方法は
5000	8000	他人に喋っては いけないと言う事です
8000	10000	(笑)
10000	12000	秘密 今年はパワーポイントを使います
12000	15000	TED流というのに凝っているんです
15000	16000	(笑)
16000	18000	これを使うと こうしなくてもよくて
18000	20000	ボタンを押すだけです
20000	24000	[隠しコマンド要求を本当に継続しますか] (笑)
24000	27000	まったく・・・はい
27000	29000	[本当によろしいですか？] (笑)
29000	31000	はい とにかく変えろ！
31000	36000	[本当に本当によろしいですか？ 重大な決断です 考えなおしては？]
36000	39000	ここにビル・ゲイツは居るかい
39000	41000	変われ！ さぁ！ 何だと？ [態度を改めないとコイツを一瞬で壊すぞ]
41000	42000	(笑)
42000	44000	あぁ よし
44000	46000	私のスライドではないけど 構いません
46000	49000	(笑)
49000	52000	ご覧のとおりこれらは全て地図です
52000	56000	地図は情報伝達の上で大切な道具です
56000	60000	人間的な認知能力があるゆえに なおさらです
60000	64000	全ての公式は地図なのです
64000	66000	さて人類は場所の地図を作ります
66000	68000	それも滅多に行かない場所の
68000	70000	多少時間の無駄にも思われます
70000	74000	これはもちろん月の地図です
74000	76000	素敵な名前が幾つか有ります
76000	79000	トランキラカリティス 私のお気に入りはフリゴリスです
79000	82000	何を考えているんだ？ フリゴリスだと？
82000	84000	フリゴリスって何だ？ 名前は重要なのに
84000	87000	フリゴリス？ ここは月ですよ いつか人類が住むかも知れないのに
87000	89000	フリゴリスでお会いしましょう いやだね
89000	92000	（笑）
92000	94000	あちらは火星で 様々な名前があります
94000	96000	ちなみに これは全て
96000	98000	国際天文学連合という
98000	101000	実在の団体により命名されました
101000	104000	話し合って天体を命名しているんです
104000	108000	これは彼らの実際の本から抜粋しています
108000	111000	皆さん これが彼らが選んだ名前の一例です
111000	114000	いくつか取り上げてみましょう ボロトニツァ
114000	117000	これはもちろんスラブの 沼の人魚の名前です
117000	118000	(笑)
118000	120000	人魚という概念自体が
120000	123000	沼という感覚となじむとは思えませんが
123000	124000	(笑)
124000	127000	「ほら！人魚が沼から出て来た すごいぞ！
127000	129000	ボロトニツァの時間だ！」
129000	132000	(笑)
132000	134000	ドジャブラン溶岩流
134000	137000	これが発音しずらいっていうなら 何が発音しやすいって言うんだ？
137000	139000	（笑）
139000	141000	子供たちはこれらを勉強しているんです
141000	143000	フルクトゥスなんて言葉があるのです まったく大間違いだ
143000	144000	(笑)
