0001	14415	15725	ワシントンに住んでいます。
0002	20150	20525	でも、
0003	21960	25330	{シンデケラ||しんでから}(F あー)で育ちました。インドの街です。
0004	25843	26933	{私|わたし|あたし}の父は、
0005	27936	29236	政府の職員でした。
0006	29824	30449	母は
0007	32375	35905	(F えー)読み書きが出来ませんでした。でも彼女が{私|わたし|あたし}に言ったのは、
0008	38605	42390	{||おお}王は、自分の国でしか崇拝されない。
0009	43705	44120	でも、
0010	46685	48985	(F えー)詩人はどこでもリスペクトされる。
0011	49575	52160	{私|わたし|たし}は詩人になりたかった。でも、
0012	54335	59165	(F えー)おばがお金を援助してくれて初めて大学に行く事が出来ました。
0013	61435	62300	{||い}{||えー}{||いん}
0014	63020	65480	地域で一番大きな{大学|だいがく|だいやく}に行く事が出来ました。
0015	65760	66685	大学では
0016	68185	68945	初めて、
0017	73145	74280	(F えー){||大学}{||う}{||う}
0018	74725	77310	アメリカの大学に行こうと{||し}{||い}して
0019	80705	81065	(F えー){||あ}
0020	81575	82180	(F あー)
0021	83940	85960	(F え)ポケットには二十ドルしか入れず{||う}、
0022	86495	88850	二つの海を渡りました。アメリカへ。
0023	90265	94000	(F えー)私はリサーチセンターで、パートタイムで仕事{を||}しました。
0024	94260	96905	そして大学院で{経済学|けいざいがく|けいざいやく}を学びました。
0025	99210	104220	私は少しのお金を稼ぎ{||い}、そして自分の生活をし{||い}、そして(P)(F えーい)
0026	104686	105098	{||えーい}
0027	105545	108090	(F あー)父と兄にお金を送りました。
0028	108705	110265	{私|わたし|あたし}の{ストーリー||すとりー}は余り、
0029	110715	112085	(F え)他の人も同じです。
0030	112383	115398	何百人の人が、(F あー){||い}移住をします。
0031	116555	121230	(F えー)家族{||をたす}に助けてもらって海を渡り、砂漠を越えます。
0032	121745	122990	そして川を越え、
0033	123985	125495	そして山を越えます。
0034	126925	128935	自分の{||りす}命を懸けて。
0035	129410	131955	そして、自分の{夢|ゆめ|ゆみ}を叶えようとしている。
0036	132340	140115	{夢|ゆめ|ゆみ}は、例えばどこかで{||ん}まともな仕事を得て、自分の家{||で}にお金を送金して家族を助けたい
0037	140895	141755	と言う事です。
0038	145235	149170	二億{||三千}(F ん){||三百万人}(F ん)(F んー)三千万人の人が
0039	149535	152130	こう言った海外{送金|そうきん|そうき}を行っています。
0040	154125	154685	もしも
0041	156303	158118	(F えー)(P)海外からの
0042	158910	166245	(F えー)移住者だけで出来た国であれば、ブラジルを超える様なサイズになります。そして、経済のサイズとしてもフランスを超えます。
0043	167210	168045	貧しい国
0044	168725	169105	{||から}
0045	169740	175445	(F えー)の人達が海外送金をしています。そう言った国は海外送金と呼ばれています。
0046	178710	180600	皆さん、驚くかもしれませんが、
0047	181035	186230	この{||四億}{||千三百万}(F あ){||四百}すいません、四{||千百}、
0048	187340	192450	千{||ん}(F えー)百三十億ドルが、送金として海外の国に
0049	192903	193963	行われました。
0050	196395	200380	(F えー){||い}{||え}{||い}{四千|よんせん|よいんせん}{||ひゃじゅう}百三十万ドルです。
0051	201065	201605	これは、
0052	202178	205513	(F あー){||あ}<ＯＤＡ|オーディーエー>の三倍にもなるお金です。
0053	205910	210215	でも皆さんは、そして私は、(F えー)また、{||あ}ワシントンの同僚も、
0054	213245	215825	(F えー)開発援助について話をする訳です。
0055	216160	220485	でも送金については、小さなお金であると言う風にして無視をしています。
0056	221620	227560	例えば、二百ドルしか送らないかもしれません{||で}が、毎月毎月送る訳です。そして、
0057	227905	232880	何万人もの人がこう言った事を(F おー){||おこ}行っている訳です。インドでは、
0058	233990	240125	昨年、七百二十億ドル、(F えー)<ＩＴ|アイティー>エキスポートよりも{||お}超えました。エジプトでは、
0059	244015	248465	(F え)スイス運河の(F えー){||ず}三倍にも上る(F えー)
0060	248816	250268	送金が{行われて|おこなわれて|おこなえて}います。
0061	251905	253435	より(F いー)弱い国、
0062	253783	255573	(F え)貧しい国、送金が、
0063	256126	257661	(F あー)ライフラインとなっています。
0064	258091	259831	(F え)ソマリア、(P)(F あー)
0065	260914	261389	{||えり}
0066	262824	263569	大きな
0067	264289	267204	インパクトを、経済と、そして貧しい人々に
0068	267465	268455	(F えー)与えています。
0069	268843	269698	送金は、
0070	270223	272458	{||ひと}{個人|こじん|こじ}の投資ではなく、
0071	277655	283395	(F え)保険{||ん}の様に働く訳です。機能する訳です。家族が困っている時、苦しんでいる{時|とき|どき}、
0072	284140	285870	送金が増えます。
0073	289690	291370	(F え)開発援助は、
0074	292375	296720	(F あー)オフィシャルな(F あ)当局を通してやらなければいけませんが、{送金|そうきん|そきん}は、
0075	297495	299660	(F えー){||ちゅり}自動的に直接
0076	300098	303688	(F この)(F えー)家族に届ける事が出来ます。ネパールでは、
0077	305510	308725	(F え)(F えー)貧困層は四十二パーセントでした。
0078	310285	312555	千九{百|ひゃく|ひゃ}九十五年、二千五年には、
0079	314360	317000	政治的な危機、経済的な危機があって、
0080	318540	320355	三十一パーセントに減りました。
0081	320985	323669	この(P)(F えー)貧困が減ったと言う事は、
0082	324073	325135	半分の人が
0083	326155	332335	この海外送金がインドからあったからです。他の貧しい国からです。{エルサルバドル||えるさるばとる}では、
0084	334775	337585	{||え}(F えー)学校からのドロップアウト率ですけれども、
0085	337965	343005	これは、(F あ){||すが}海外送金を受けている家族では少なくなります。メキシコ、スリランカ、
0086	343715	344665	(F あー)子供が
0087	348960	351355	(F あー)送金を受ける所を待っています。
0088	352430	354545	(F え)送金は(P)(ドラ?)や、
0089	356230	359405	(F あー)(F え)ケアに包まれたお金です。
0090	359895	364235	家を建てたり、例えば教育に(F えー)ファンドを出したり、
0091	364757	365585	(F えー){||ん}{||ん}
0092	366760	368720	高齢の人を助けたりする訳です。
0093	372605	376075	例えば{手術|しゅじゅつ|しゅうつ}、{||そしくは}もしくは結婚、
0094	378670	381005	(F えー)何度も何度も(P)お金を{||あ}
0095	382800	386880	(F あー)払います。例えば自分達が(F あー)参加出来ないお葬式の為に。
0096	390045	391530	(F え)でも、このフローには、
0097	392105	393335	(F あ)バリアもあります。
0098	393518	397158	(F えー){四千|よんせん|よんすぃん}億ドルの所です。ほとんどの人にとって、
0099	398150	400360	(F この)コスト(P)が掛かります。
0100	401170	404175	(F え){||ん}(F ま){||え}送金をする企業は、このフィーを
0101	410300	413985	{||え}{||え}(F え)五千ドルまで{||で}であれば、三十ドルしかチャージしません。
0102	414620	415145	もし、
